nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
Farmer-Hurst,Manufactura,Espana,500,BR-00284,2025-12-03,2026-05-30,Phishing,Alta,939322,9724826.81,US-001668,user_bshaffer_1667,c73c8f7b379316dac2d24b1b2cdca6c5,Uruguay,2023-10-25,Direccion Fisica,Media,2026-07-12
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00058,2022-04-04,2022-10-07,Malware,Media,3386532,18592327.86,US-001016,user_larrystephenson_1015,75ee3c3912a3b01c7b52fad8129a5b77,Peru,2022-01-27,Correo Electronico,Media,2022-10-29
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00122,2025-04-04,2025-10-21,Phishing,Media,2953241,14532343.75,US-005413,user_randall14_5412,3d81daf2d0bd2dbbf893c319568d8eca,Peru,2019-06-25,Direccion Fisica,Media,2026-01-13
Hunt PLC,Finanzas,Ecuador,100,BR-00324,2026-06-08,2026-09-22,Credenciales Filtradas de Terceros,Baja,3398386,18685443.75,US-005339,user_ruth92_5338,612ba53c986dab5dde071a52fdbf148b,Estados Unidos,2026-02-13,Correo Electronico,Media,2026-09-22
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00290,2023-07-22,2024-01-12,Ataque de Fuerza Bruta,Alta,4634111,24026275.92,US-005888,user_calvin06_5887,47e431ca51bb2810a3a08078e676ca78,Peru,2020-08-15,Correo Electronico,Media,2024-03-01
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00733,2026-02-12,2026-05-21,Configuracion Erronea de Servidor,Critica,762913,19546713.97,US-003386,user_wanderson_3385,37306263e26c41cfe213f5aa09db7cbb,Peru,2021-06-11,Numero de Tarjeta de Credito,Critica,2026-06-20
Vargas PLC,Gobierno,Brasil,100,BR-00775,2024-12-17,2025-03-03,Explotacion de Vulnerabilidad Sin Parche,Alta,45067,19492292.53,US-002381,user_carol47_2380,96a6326836b5f176d2c014db2f54a1a4,Mexico,2026-01-22,Historial Medico,Critica,2025-05-08
Mccormick PLC,Tecnologia,Colombia,1000,BR-00559,2023-05-16,2023-06-22,Phishing,Media,654111,17519150.12,US-006807,user_johnsonamy_6806,0922258cae5c1ad8638d8a4d4e0a39e4,Argentina,2018-03-08,Nombre Completo,Baja,2023-07-06
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00800,2025-11-30,2026-01-28,Explotacion de Vulnerabilidad Sin Parche,Baja,1505188,24122155.85,US-006194,user_virginia11_6193,7dad495c2954bfba0e0b63261d66a9e0,Colombia,2026-05-17,Historial de Transacciones,Alta,2026-03-06
Vargas PLC,Gobierno,Brasil,100,BR-00678,2022-10-22,2023-02-21,Ataque de Fuerza Bruta,Alta,3135547,24221969.24,US-000995,user_ascott_994,00b0b1cf55ea3e2eb1c0545b059cb732,Uruguay,2024-08-07,Contrasena,Alta,2023-05-16
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00043,2025-10-17,2026-05-26,Inyeccion SQL,Media,2975103,21734778.11,US-007510,user_ricejacqueline_7509,cf83c94bdc7906211452b922f010e070,Brasil,2022-12-18,Correo Electronico,Media,2026-06-01
Hunt PLC,Finanzas,Ecuador,100,BR-00521,2026-05-25,2026-09-22,Ataque de Fuerza Bruta,Baja,1391522,6478188.78,US-002842,user_edwardsmitchell_2841,890a95ffb4597dbf6b44fd3c493fbeb0,Espana,2025-01-06,Numero de Identificacion,Alta,2026-09-22
Farmer-Hurst,Manufactura,Espana,500,BR-00444,2021-11-06,2022-03-22,Ataque a Cadena de Suministro,Critica,3274167,1850769.44,US-007329,user_mark98_7328,dbdc5afca8c6da691cd3ccb291e1bf56,Estados Unidos,2016-12-08,Numero de Tarjeta de Credito,Critica,2022-05-19
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00328,2024-08-15,2024-10-20,Phishing,Alta,493630,5516918.29,US-001717,user_omendoza_1716,c4c966f165b209096872e718b30168bc,Costa Rica,2025-10-02,Fecha de Nacimiento,Baja,2024-11-29
"Fox, Odom and Colon",Retail,Chile,50000,BR-00653,2022-12-22,2023-06-16,Insider Malicioso,Baja,4305597,18352898.07,US-007768,user_dianawilliams_7767,7eaa116609106de4ec5e92a1f1a43a66,Uruguay,2021-01-25,Direccion Fisica,Media,2023-07-18
Bonilla-Reynolds,Gobierno,Brasil,50,BR-00201,2025-09-04,2026-02-26,Inyeccion SQL,Media,2954735,3475591.71,US-006308,user_kbryant_6307,880c187dcb105efa535f052106f2a05d,Brasil,2021-02-12,Historial Medico,Critica,2026-04-17
"Norton, Foster and Pacheco",Energia,Estados Unidos,1000,BR-00337,2024-10-28,2024-12-07,Inyeccion SQL,Alta,4314325,18145676.13,US-002483,user_rogerschelsea_2482,42b2447c9f63d69714776075a89a9185,Estados Unidos,2024-01-01,Nombre Completo,Baja,2024-12-14
Murphy-Mullins,Retail,Ecuador,1000,BR-00594,2023-06-03,2023-08-04,Insider Malicioso,Critica,3206503,24882534.2,US-006525,user_william55_6524,f366572fbaa665db5a17ef9c47167912,Panama,2025-08-25,Numero de Identificacion,Alta,2023-10-26
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00794,2022-07-02,2022-10-20,Ataque de Fuerza Bruta,Alta,1374530,21710704.81,US-003079,user_thompsongregory_3078,b7df71caf143b4b19a1a7e574c8cd39c,Argentina,2019-09-15,Numero Telefonico,Baja,2022-11-18
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00723,2025-11-21,2026-05-16,Malware,Media,4096843,9940487.17,US-001506,user_seanburnett_1505,67526770cfee074fa55f57adf8fcfc00,Panama,2022-04-18,Correo Electronico,Media,2026-08-07
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00605,2026-05-26,2026-07-29,Insider Malicioso,Alta,4187784,8383503.84,US-001772,user_katherine34_1771,2ad67be9aafcae029d183462a2d9c3dd,Panama,2025-07-18,Historial de Transacciones,Alta,2026-09-22
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00697,2022-12-07,2022-12-20,Insider Malicioso,Critica,1869987,20793056.07,US-003008,user_rebeccaspears_3007,53edb942ed9053e80e225cd641a32429,Argentina,2024-02-09,Contrasena,Alta,2023-01-23
Lynn-Garcia,Energia,Mexico,25000,BR-00263,2023-12-14,2024-03-15,Credenciales Filtradas de Terceros,Media,3061009,9692447.7,US-001028,user_fkirk_1027,10755deb9bbc3ccd190f37b589ebc181,Chile,2024-04-20,Historial Medico,Critica,2024-04-28
"Stephens, Hayes and Holmes",Telecomunicaciones,Argentina,250,BR-00707,2021-12-21,2022-05-18,Inyeccion SQL,Media,3654475,16740471.61,US-001035,user_jennifer58_1034,8d358518cb10ee2bbeeb8d1a68f49137,Brasil,2025-06-03,Nombre Completo,Baja,2022-08-07
Johnson Group,Tecnologia,Uruguay,50000,BR-00007,2024-02-25,2024-05-03,Insider Malicioso,Alta,2595175,19746722.34,US-005398,user_jamesperez_5397,49ea8f2fb3c94911ac642e8f8f7f1543,Colombia,2022-11-21,Numero Telefonico,Baja,2024-05-20
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00094,2023-04-25,2023-12-14,Phishing,Media,3909420,23620122.73,US-002932,user_hsutton_2931,dfb0f2847fa7ebeee071ff4c44f91f6d,Costa Rica,2023-04-06,Numero de Tarjeta de Credito,Critica,2024-01-06
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00565,2025-03-11,2025-10-02,Malware,Alta,3398080,19240155.24,US-007123,user_yjenkins_7122,0efa142e00884306db38b33fe2376294,Brasil,2026-04-20,Contrasena,Alta,2025-10-24
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00180,2026-02-10,2026-03-11,Malware,Baja,581117,20871141.47,US-005343,user_kathleen58_5342,9fe5606e61c25aecd872a05754ce3d49,Chile,2025-10-13,Contrasena,Alta,2026-03-27
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00350,2023-02-17,2023-06-21,Configuracion Erronea de Servidor,Alta,2746380,10443458.85,US-001079,user_janicecummings_1078,c1961093c56f556b163f1415ddd68541,Panama,2020-09-08,Numero de Tarjeta de Credito,Critica,2023-07-13
"Stephens, Hayes and Holmes",Telecomunicaciones,Argentina,250,BR-00418,2026-05-16,2026-09-22,Explotacion de Vulnerabilidad Sin Parche,Media,696823,6821161.71,US-002218,user_lwright_2217,8292fcb2bec54e820f12ce8fef05a6d9,Panama,2024-02-09,Direccion Fisica,Media,2026-09-22
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00498,2025-08-26,2026-04-05,Ataque a Cadena de Suministro,Alta,4185649,23534361.92,US-002003,user_katherinetaylor_2002,0dbb8f3b57ee17b71509b4344d0171fb,Uruguay,2025-05-26,Contrasena,Alta,2026-04-27
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00065,2022-06-06,2022-06-23,Ataque de Fuerza Bruta,Alta,2948261,12381411.01,US-007755,user_brent67_7754,e883b62ed8c521eec382ca7bc29ea009,Ecuador,2026-01-28,Numero de Identificacion,Alta,2022-07-27
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00125,2023-03-15,2023-06-17,Credenciales Filtradas de Terceros,Alta,3622845,23285733.82,US-001156,user_danielleoconnor_1155,3156a138e56f5e7f316063a44386a216,Estados Unidos,2022-10-10,Historial Medico,Critica,2023-07-21
Lynn-Garcia,Energia,Mexico,25000,BR-00095,2023-02-12,2023-06-11,Credenciales Filtradas de Terceros,Critica,2452165,17416576.98,US-003673,user_ypratt_3672,939f974454124822b270675f56c06b94,Uruguay,2019-12-20,Numero de Identificacion,Alta,2023-08-24
Hughes LLC,Tecnologia,Argentina,25000,BR-00257,2025-11-20,2026-06-15,Phishing,Baja,601023,10563469.0,US-007814,user_pcontreras_7813,c0adef3eef91a30d7e041305062dd155,Brasil,2018-09-11,Numero Telefonico,Baja,2026-09-02
Farmer-Hurst,Manufactura,Espana,500,BR-00404,2024-01-29,2024-07-05,Configuracion Erronea de Servidor,Critica,764333,24404085.95,US-006890,user_michael86_6889,553bdd192566e7e8f618bea78f3356cf,Panama,2018-03-05,Numero de Tarjeta de Credito,Critica,2024-08-25
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00694,2023-08-24,2023-11-21,Malware,Baja,1846145,140276.74,US-006033,user_joannecobb_6032,b2abaac5e6256c4b3bcebbffd79c5e1d,Peru,2020-03-22,Correo Electronico,Media,2024-02-15
Hughes LLC,Tecnologia,Argentina,25000,BR-00642,2023-06-04,2023-12-09,Credenciales Filtradas de Terceros,Media,4877784,18614843.4,US-007045,user_martin83_7044,250a78b4a024ec24dd8f7fc8b9df8dab,Chile,2017-11-20,Numero de Identificacion,Alta,2023-12-13
Davis-Kelley,Energia,Colombia,250,BR-00300,2023-03-24,2023-06-30,Malware,Baja,4619969,15823649.02,US-005637,user_tabithabrown_5636,e2a78082cf49f5d9544be8277ea181b0,Costa Rica,2026-04-27,Numero Telefonico,Baja,2023-09-17
Hughes LLC,Tecnologia,Argentina,25000,BR-00257,2025-11-20,2026-06-15,Phishing,Baja,601023,10563469.0,US-001752,user_gallagherkim_1751,44e16735a356e0e31e99c35b055a4edf,Panama,2025-06-25,Correo Electronico,Media,2026-08-13
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00585,2026-04-13,2026-09-22,Explotacion de Vulnerabilidad Sin Parche,Alta,4560375,24719129.78,US-002558,user_ramirezlisa_2557,169a80acf814cfbc77a80aa36978dd16,Panama,2022-02-26,Contrasena,Alta,2026-09-22
Lynn-Garcia,Energia,Mexico,25000,BR-00718,2025-02-21,2025-05-24,Ransomware,Media,2302375,12161038.26,US-003506,user_alvarezheather_3505,8b09231e30a20da9f03d0634c52c9656,Estados Unidos,2024-05-19,Correo Electronico,Media,2025-08-03
Harris-Allen,Retail,Mexico,25000,BR-00431,2024-06-30,2024-11-22,Insider Malicioso,Alta,3407727,6767348.11,US-002194,user_kaylabaldwin_2193,185a33e637eb1cc43fb48c91f0b98ba7,Peru,2023-11-15,Fecha de Nacimiento,Baja,2025-01-10
Bell-Williams,Retail,Colombia,250,BR-00557,2022-08-26,2022-09-27,Credenciales Filtradas de Terceros,Media,1356802,4146094.23,US-005137,user_meghan84_5136,5ac564393434fde5ea25148cd3e79c97,Mexico,2017-06-23,Fecha de Nacimiento,Baja,2022-10-26
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00649,2021-12-31,2022-08-14,Ransomware,Alta,1976868,18100620.74,US-000320,user_tyleralicia_319,169c55355284be63f486caf45f67cfc9,Brasil,2023-01-06,Direccion Fisica,Media,2022-10-10
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00755,2022-06-05,2022-07-23,Configuracion Erronea de Servidor,Baja,1364912,6037141.61,US-002743,user_jonestimothy_2742,6b0a4722fac742f98c0c66ce562c0d45,Peru,2017-04-01,Direccion Fisica,Media,2022-09-09
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00460,2024-07-25,2024-12-12,Ataque de Fuerza Bruta,Baja,2104170,24292151.23,US-001740,user_daviddominguez_1739,10aa708845e6f065f8ae94bc241ed31b,Panama,2019-09-06,Nombre Completo,Baja,2025-02-24
Miller-Smith,Turismo,Mexico,50,BR-00686,2026-02-21,2026-09-22,Phishing,Baja,847389,14731403.38,US-003458,user_ikemp_3457,cb23d818357bbea9b465a66639f93e62,Uruguay,2024-07-15,Historial de Transacciones,Alta,2026-09-22
Shaw Group,Manufactura,Uruguay,25000,BR-00720,2024-03-09,2024-04-07,Credenciales Filtradas de Terceros,Alta,978191,20540480.51,US-003349,user_dsmith_3348,a4f4f6e2e47f98f9c57db6480c748bbe,Peru,2022-05-17,Historial de Transacciones,Alta,2024-04-19
Farmer-Hurst,Manufactura,Espana,500,BR-00404,2024-01-29,2024-07-05,Configuracion Erronea de Servidor,Critica,764333,24404085.95,US-001568,user_andersonmathew_1567,7ad4352527dab37b11ce47f207bc4c13,Uruguay,2020-09-27,Numero de Identificacion,Alta,2024-07-18
Johnson Group,Tecnologia,Uruguay,50000,BR-00563,2022-12-11,2023-04-28,Configuracion Erronea de Servidor,Media,1110721,16048984.54,US-002506,user_christophergray_2505,945d8587016980e7677b3d7571f393ca,Colombia,2019-03-17,Historial Medico,Critica,2023-05-21
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00459,2025-02-16,2025-07-23,Ataque a Cadena de Suministro,Alta,1456887,24413354.86,US-001023,user_colemandavid_1022,041d14f976341cf0f9eb97e3158f709e,Argentina,2025-02-24,Numero Telefonico,Baja,2025-09-09
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00797,2024-11-05,2025-04-14,Insider Malicioso,Baja,4493708,13620982.03,US-002982,user_destiny54_2981,056c4ed91af58575159e9b1a205f840e,Mexico,2020-03-21,Numero de Identificacion,Alta,2025-06-07
Mccormick PLC,Tecnologia,Colombia,1000,BR-00441,2025-12-23,2026-06-27,Insider Malicioso,Critica,508684,11287695.28,US-006006,user_jasonbrown_6005,e87e7c2a587e15379a77ccd6b31d1be1,Espana,2024-12-19,Historial Medico,Critica,2026-08-24
Mccormick PLC,Tecnologia,Colombia,1000,BR-00395,2021-12-31,2022-08-25,Ataque de Fuerza Bruta,Critica,1079847,7822859.27,US-002570,user_elizabeth59_2569,8af2f4a01ef2b18c9c7e5ecda0098921,Estados Unidos,2023-02-10,Contrasena,Alta,2022-08-27
Vargas PLC,Gobierno,Brasil,100,BR-00152,2026-06-22,2026-09-22,Malware,Critica,3444665,4097531.09,US-000838,user_smithkimberly_837,5b311c426f8ff49bcce8503f0ac6e084,Argentina,2021-10-28,Fecha de Nacimiento,Baja,2026-09-22
Bonilla-Reynolds,Gobierno,Brasil,50,BR-00174,2025-03-16,2025-07-26,Explotacion de Vulnerabilidad Sin Parche,Alta,1974723,18823114.85,US-003841,user_gonzalezrachel_3840,22f34c9db17a5aa71a7c1d593c9ee87d,Peru,2024-08-28,Historial de Transacciones,Alta,2025-08-09
Harris-Allen,Retail,Mexico,25000,BR-00262,2026-07-28,2026-09-22,Inyeccion SQL,Media,3708157,87575.6,US-005843,user_marshnicholas_5842,1bee712fcd944e8779f949100fc95b3d,Estados Unidos,2023-04-30,Direccion Fisica,Media,2026-09-22
Brown and Sons,Tecnologia,Chile,100,BR-00253,2025-10-02,2025-11-13,Insider Malicioso,Alta,802494,16982748.99,US-002888,user_smithjorge_2887,a104baddaa5340c4afa7230ff20294c4,Brasil,2026-06-26,Direccion Fisica,Media,2025-11-19
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00767,2024-06-28,2024-08-01,Ataque a Cadena de Suministro,Alta,4340525,14522013.91,US-004101,user_smithmichelle_4100,00c6e15b94659dc84f02f8c006348caf,Panama,2025-02-24,Direccion Fisica,Media,2024-08-06
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00797,2024-11-05,2025-04-14,Insider Malicioso,Baja,4493708,13620982.03,US-002531,user_carolyn29_2530,2924bc78371f510ce3ae3156d5409a7b,Ecuador,2024-12-07,Numero Telefonico,Baja,2025-06-13
"Fox, Odom and Colon",Retail,Chile,50000,BR-00737,2025-04-25,2025-08-07,Ataque a Cadena de Suministro,Critica,3145984,6649359.72,US-007467,user_courtney91_7466,76675f1057ac3258a03229c6bc8c5ef7,Panama,2024-02-24,Direccion Fisica,Media,2025-09-02
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00438,2025-07-28,2026-01-21,Explotacion de Vulnerabilidad Sin Parche,Critica,3807219,6716334.77,US-006300,user_ramoskimberly_6299,4c4c273f28d46d861d018153605dc495,Estados Unidos,2021-05-16,Contrasena,Alta,2026-03-08
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00243,2022-04-25,2022-08-21,Phishing,Alta,2401463,16514137.5,US-002360,user_fosterlaura_2359,aaae3cef8d31c3e1527775e575bfbe4f,Espana,2023-07-21,Correo Electronico,Media,2022-08-29
Murphy-Mullins,Retail,Ecuador,1000,BR-00090,2025-01-18,2025-07-26,Inyeccion SQL,Critica,1075702,19266171.79,US-007729,user_davisemily_7728,18746077b34559d3aff30d0f9aaf3af3,Uruguay,2018-02-02,Contrasena,Alta,2025-07-31
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00134,2021-11-06,2022-06-04,Ataque a Cadena de Suministro,Critica,2399,8492636.57,US-005785,user_ygonzales_5784,2ce6e6157c4d84c6d69d8906ac5d9f6b,Ecuador,2018-06-28,Historial Medico,Critica,2022-07-22
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00726,2024-06-09,2024-07-23,Insider Malicioso,Media,3843358,23693458.39,US-005237,user_torreskaren_5236,ac475f5ba5e014fcacbf12e1193facfd,Uruguay,2024-11-12,Contrasena,Alta,2024-09-14
Martinez Ltd,Retail,Estados Unidos,100,BR-00467,2025-01-13,2025-01-30,Explotacion de Vulnerabilidad Sin Parche,Critica,2671464,14814597.18,US-003037,user_dominique93_3036,20446b7b6dfe1ea54eca6b8a7038fd90,Estados Unidos,2025-08-15,Contrasena,Alta,2025-03-22
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00281,2022-02-28,2022-06-05,Phishing,Baja,1034953,12194354.93,US-001280,user_cookdaniel_1279,d248ecafe26854bb3a06afec640f4511,Uruguay,2022-04-09,Direccion Fisica,Media,2022-07-07
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00480,2025-12-15,2026-03-12,Ransomware,Baja,1340152,12550915.9,US-004160,user_courtney30_4159,806b0d31ce8658f500dd6c35cd85b156,Mexico,2019-12-04,Numero de Tarjeta de Credito,Critica,2026-03-18
Bell-Williams,Retail,Colombia,250,BR-00586,2024-05-28,2024-06-24,Explotacion de Vulnerabilidad Sin Parche,Alta,2820156,6545391.79,US-000336,user_allen38_335,5a90dbfa0ec7941c00bbaa28d8a09d20,Mexico,2022-10-08,Historial Medico,Critica,2024-08-23
"Mack, White and Mckinney",Salud,Mexico,100,BR-00452,2024-10-07,2025-04-19,Insider Malicioso,Alta,1669052,1786942.39,US-007672,user_roblesjason_7671,394243e0dcffacf8a8d83e1200abc39e,Ecuador,2017-11-21,Historial Medico,Critica,2025-05-24
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00362,2025-01-31,2025-08-23,Configuracion Erronea de Servidor,Critica,1289981,18441579.29,US-001764,user_jamesparks_1763,536797fddb3a6e0be88351b22268169f,Costa Rica,2017-01-03,Nombre Completo,Baja,2025-10-05
Lynn-Garcia,Energia,Mexico,25000,BR-00571,2022-05-10,2022-09-09,Explotacion de Vulnerabilidad Sin Parche,Baja,238123,19306851.33,US-002648,user_smoran_2647,a2e8b24af4a3c49d555b4866449a8597,Chile,2025-10-29,Nombre Completo,Baja,2022-11-23
Farmer-Hurst,Manufactura,Espana,500,BR-00490,2022-07-10,2022-10-11,Insider Malicioso,Critica,3141819,15210770.76,US-001821,user_harry83_1820,b27b4ad7884571d22b60eb6e7e5c6e72,Espana,2017-03-18,Contrasena,Alta,2022-12-27
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00482,2023-07-27,2023-12-31,Ataque a Cadena de Suministro,Media,4396988,22929782.64,US-006983,user_vcole_6982,cb623249053613f389ff606ebf681b95,Uruguay,2026-01-02,Historial Medico,Critica,2024-02-10
Johnson Group,Tecnologia,Uruguay,50000,BR-00440,2025-08-27,2026-01-21,Ransomware,Alta,2751775,3805959.53,US-003599,user_smithamy_3598,b754000b3c8db1f58631e1270535d7cb,Estados Unidos,2023-10-10,Historial Medico,Critica,2026-01-31
Kemp-Perez,Finanzas,Costa Rica,100,BR-00333,2024-12-04,2025-01-17,Configuracion Erronea de Servidor,Media,2069050,2173385.57,US-000145,user_millersarah_144,29854d8ad285069c3eb85bcc135ccadf,Chile,2023-08-12,Historial Medico,Critica,2025-01-29
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00012,2024-08-31,2025-03-31,Ataque de Fuerza Bruta,Alta,2417136,7867840.32,US-006937,user_andrewcox_6936,0905dc8e0b0199f5f8268b273c44815b,Colombia,2026-04-26,Fecha de Nacimiento,Baja,2025-04-14
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00739,2024-04-04,2024-08-06,Malware,Baja,1139702,20616641.93,US-001944,user_enelson_1943,2dff6d7f49158a3196e12bc13685aea4,Panama,2018-11-18,Direccion Fisica,Media,2024-08-15
Reed Group,Salud,Colombia,25000,BR-00069,2023-03-17,2023-05-24,Explotacion de Vulnerabilidad Sin Parche,Media,3002391,1646911.24,US-004773,user_nathanrobertson_4772,f38d42004de9564c6da9f6d1a89a51b9,Espana,2018-12-16,Fecha de Nacimiento,Baja,2023-08-20
Hughes LLC,Tecnologia,Argentina,25000,BR-00022,2023-07-21,2023-11-07,Ataque a Cadena de Suministro,Alta,4865598,23259341.89,US-003746,user_darrellsmith_3745,635d0dc89646fa1ff86d208a3475abbc,Colombia,2024-12-09,Correo Electronico,Media,2023-12-01
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00745,2022-11-20,2022-12-04,Malware,Alta,3633363,17848863.99,US-001708,user_barrygregory_1707,3fc9f7407009ac59ac8702d0cb0e192f,Argentina,2022-06-03,Numero Telefonico,Baja,2023-01-10
Shaw Group,Manufactura,Uruguay,25000,BR-00416,2023-04-02,2023-06-27,Phishing,Media,1666178,9388675.1,US-004771,user_turnerlauren_4770,398d36d2a9583d6a650ba2285a37e368,Argentina,2020-12-29,Numero Telefonico,Baja,2023-06-30
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00553,2026-05-18,2026-07-29,Explotacion de Vulnerabilidad Sin Parche,Critica,2318535,11960283.0,US-007860,user_taradickerson_7859,1992e5a1f1510c44b60c8c78d6bd2da5,Estados Unidos,2019-02-07,Direccion Fisica,Media,2026-09-22
"Fox, Odom and Colon",Retail,Chile,50000,BR-00653,2022-12-22,2023-06-16,Insider Malicioso,Baja,4305597,18352898.07,US-004104,user_mendozacourtney_4103,41101f4c32c4151d9f99a254f43c2d1b,Estados Unidos,2023-11-21,Fecha de Nacimiento,Baja,2023-08-15
Powell Ltd,Gobierno,Brasil,50,BR-00558,2022-02-04,2022-04-10,Inyeccion SQL,Baja,1656950,20722263.57,US-005223,user_collinsgarrett_5222,8bc9876d54f9ab20078ca92163d22fe4,Ecuador,2024-01-28,Contrasena,Alta,2022-04-21
Murphy-Mullins,Retail,Ecuador,1000,BR-00425,2022-09-10,2022-10-25,Ataque de Fuerza Bruta,Alta,895883,13139069.43,US-000785,user_vmcclure_784,9028897bfe20e7a2be27feae66bcd120,Brasil,2019-01-03,Nombre Completo,Baja,2022-12-25
Walton LLC,Salud,Espana,2500,BR-00085,2025-06-13,2025-10-28,Ransomware,Alta,1886002,6675161.07,US-003962,user_christopherrichard_3961,580c96e2e2a8d13df2511d4addbff35e,Argentina,2016-12-06,Nombre Completo,Baja,2025-11-27
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00093,2023-03-22,2023-08-20,Inyeccion SQL,Critica,3615300,17359889.44,US-006521,user_irussell_6520,0fde9960ccdb0e94f2570ea2a93e4f8e,Uruguay,2018-11-27,Historial Medico,Critica,2023-09-11
Powell Ltd,Gobierno,Brasil,50,BR-00050,2024-07-20,2025-01-05,Configuracion Erronea de Servidor,Alta,3832048,23648604.88,US-007403,user_brownerin_7402,4e7aaeac9e2cc90bf0ccb6a0ddc01848,Argentina,2023-09-21,Direccion Fisica,Media,2025-01-19
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00353,2022-11-05,2023-04-10,Configuracion Erronea de Servidor,Baja,775375,7623049.6,US-002061,user_mcgeewyatt_2060,c8e04a48f04503b7dafd4e17cb0417fb,Costa Rica,2025-08-10,Numero de Tarjeta de Credito,Critica,2023-05-13
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00374,2025-02-23,2025-06-06,Explotacion de Vulnerabilidad Sin Parche,Media,2234961,8490346.81,US-005680,user_georgemunoz_5679,efc40d588af54123691fd89d1178be2a,Espana,2022-04-27,Numero de Identificacion,Alta,2025-07-24
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00487,2026-06-29,2026-09-22,Ataque a Cadena de Suministro,Media,153477,6187621.55,US-001625,user_schmidtrobert_1624,cd0814c5b71ef48843c50fa7fa563366,Ecuador,2021-09-03,Direccion Fisica,Media,2026-09-22
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00664,2026-05-29,2026-09-22,Insider Malicioso,Alta,2316276,19786791.36,US-007227,user_michelle44_7226,6588bae80c3bbb069efc73ea5b5009ba,Brasil,2024-02-25,Numero de Tarjeta de Credito,Critica,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00657,2023-01-23,2023-05-28,Credenciales Filtradas de Terceros,Critica,1111748,2556216.43,US-001719,user_cody59_1718,0c9ea6198aae63e74de16a6be9cc3b16,Argentina,2024-04-14,Nombre Completo,Baja,2023-07-23
Lynn-Garcia,Energia,Mexico,25000,BR-00118,2023-12-03,2024-05-24,Ransomware,Alta,1365025,4186745.43,US-001372,user_jason64_1371,7ec3bcc6a92ed8d0808f9612ef741b67,Costa Rica,2023-07-20,Nombre Completo,Baja,2024-07-12
