nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
Vargas PLC,Gobierno,Brasil,100,BR-00076,2022-09-24,2022-12-29,Ataque de Fuerza Bruta,Baja,1600658,19737287.81,US-002038,user_peterwhite_2037,55cb4e76b6fdf42d1666e941793afbdb,Brasil,2019-09-08,Numero Telefonico,Baja,2023-03-21
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00001,2021-10-09,2022-04-20,Ataque a Cadena de Suministro,Alta,4603123,11498713.58,US-003204,user_ryanhodges_3203,417488ba64daaaae448afb4bd515b57a,Uruguay,2025-09-04,Contrasena,Alta,2022-05-08
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00460,2024-07-25,2024-12-12,Ataque de Fuerza Bruta,Baja,2104170,24292151.23,US-001257,user_thomastanya_1256,fa91f42650841de06550d733a6da4649,Uruguay,2021-03-06,Fecha de Nacimiento,Baja,2025-02-10
Gallegos-Wilkerson,Salud,Panama,25000,BR-00525,2024-06-20,2025-01-26,Ransomware,Critica,312524,19280835.99,US-003586,user_clayton57_3585,a78feb236e089761a48df57731f7ccdf,Mexico,2024-04-04,Nombre Completo,Baja,2025-04-15
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00004,2024-05-29,2025-01-10,Inyeccion SQL,Media,4594892,6011042.42,US-000067,user_johnsondarren_66,8d9613cfbc8a504467e40d2ca4976b0a,Argentina,2023-05-23,Historial Medico,Critica,2025-01-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00258,2024-03-13,2024-05-21,Ataque a Cadena de Suministro,Media,3125758,7819597.0,US-002314,user_coffeyjessica_2313,71ff10e7b9f57ae59af37f4cdf91aeeb,Mexico,2021-01-02,Historial Medico,Critica,2024-06-13
Lynn-Garcia,Energia,Mexico,25000,BR-00165,2022-01-30,2022-05-12,Inyeccion SQL,Media,4560979,1116596.23,US-001113,user_nicole03_1112,2784a02ae90307984338c40b9350a20b,Costa Rica,2026-08-15,Contrasena,Alta,2022-07-14
Shaw Group,Manufactura,Uruguay,25000,BR-00549,2026-04-27,2026-08-29,Insider Malicioso,Critica,3666621,10038389.5,US-003412,user_michael04_3411,5a804d742468da0357175ee8197dd7a9,Chile,2021-07-03,Numero Telefonico,Baja,2026-09-18
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00482,2023-07-27,2023-12-31,Ataque a Cadena de Suministro,Media,4396988,22929782.64,US-007841,user_johnlewis_7840,98278ac43971104902e24a5691838a20,Estados Unidos,2016-10-08,Correo Electronico,Media,2024-02-18
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00607,2023-07-14,2023-10-24,Ataque de Fuerza Bruta,Critica,418144,22602801.18,US-007558,user_hlarson_7557,8134813496db94cae05d1208ed88b700,Chile,2017-09-04,Fecha de Nacimiento,Baja,2023-12-23
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00344,2022-12-23,2023-03-29,Configuracion Erronea de Servidor,Critica,2684856,16094146.52,US-001161,user_iellis_1160,b2f578070f74b777515141b89d9f1761,Peru,2022-07-17,Historial de Transacciones,Alta,2023-05-23
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00711,2024-01-11,2024-06-24,Inyeccion SQL,Alta,1821561,16832538.68,US-005056,user_hwashington_5055,778f16e5828c1b7edb5762acf4b6e73a,Ecuador,2023-12-31,Numero de Identificacion,Alta,2024-08-02
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00185,2022-09-25,2022-10-02,Insider Malicioso,Baja,4150409,5048539.7,US-006820,user_destinyharris_6819,4027d92af24939e919e5550cbd19f91e,Ecuador,2021-09-24,Numero de Tarjeta de Credito,Critica,2022-12-05
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00216,2025-01-03,2025-02-03,Insider Malicioso,Baja,475180,16796809.33,US-001837,user_jeremy27_1836,e13aa092884776cea0cc0cff914531e8,Panama,2019-03-10,Correo Electronico,Media,2025-03-17
"Mack, White and Mckinney",Salud,Mexico,100,BR-00010,2026-04-01,2026-08-22,Ataque de Fuerza Bruta,Critica,2371984,4988373.05,US-003934,user_gerald53_3933,c4e058d8194692e30caa87c460143679,Uruguay,2024-05-26,Numero de Identificacion,Alta,2026-08-29
Brown and Sons,Tecnologia,Chile,100,BR-00331,2024-09-30,2025-01-15,Inyeccion SQL,Baja,2890433,10701861.47,US-007842,user_smithdeborah_7841,6e20495e4f2190d23c90572d69be3a13,Mexico,2026-05-26,Numero de Tarjeta de Credito,Critica,2025-03-25
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00582,2024-12-20,2025-02-16,Credenciales Filtradas de Terceros,Baja,4028353,4231964.89,US-003402,user_melissaadams_3401,45afe1f30e8f44e2440a9d3f83dd6613,Estados Unidos,2023-12-25,Historial Medico,Critica,2025-05-07
"Norton, Foster and Pacheco",Energia,Estados Unidos,1000,BR-00087,2024-11-23,2025-01-09,Ataque a Cadena de Suministro,Baja,608575,9260634.31,US-003981,user_hopkinsmelissa_3980,1642eb6c95821c6c91bebd3d1cf00d3e,Peru,2025-04-19,Correo Electronico,Media,2025-02-27
Cruz-Schultz,Energia,Panama,50,BR-00492,2025-03-23,2025-05-29,Ataque a Cadena de Suministro,Alta,4681555,18427380.19,US-001173,user_solisshelley_1172,82bfd95bf864ec91ef7d3853bee6d1aa,Mexico,2018-04-19,Direccion Fisica,Media,2025-06-25
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00464,2025-04-14,2025-08-22,Explotacion de Vulnerabilidad Sin Parche,Critica,554783,23747209.29,US-006751,user_stricklandwayne_6750,5768dab81a9ae46b24368f39cc0d536f,Uruguay,2018-11-19,Numero Telefonico,Baja,2025-09-05
Cruz PLC,Gobierno,Peru,100,BR-00384,2024-09-21,2025-04-07,Explotacion de Vulnerabilidad Sin Parche,Alta,970566,4466225.51,US-003820,user_laurengonzales_3819,3bd8806e2f0e16652b64e3f9639901ad,Espana,2025-03-26,Contrasena,Alta,2025-04-21
Collins-Harris,Educacion,Peru,1000,BR-00676,2025-10-10,2025-12-17,Inyeccion SQL,Critica,4471124,23187475.02,US-007554,user_omcdonald_7553,416c7705b9d890bb91cb6b7886cab3f4,Peru,2019-02-27,Historial Medico,Critica,2026-01-25
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00139,2022-06-09,2022-09-08,Ataque de Fuerza Bruta,Critica,3137508,12234628.58,US-005343,user_kathleen58_5342,9fe5606e61c25aecd872a05754ce3d49,Chile,2025-10-13,Contrasena,Alta,2022-10-06
Reed-Weiss,Gobierno,Uruguay,100,BR-00622,2022-01-02,2022-07-08,Ataque de Fuerza Bruta,Alta,4237301,23057893.31,US-007273,user_colleen16_7272,62001b80aba802e9650488315924a20b,Uruguay,2026-02-08,Numero Telefonico,Baja,2022-09-01
Gallegos-Wilkerson,Salud,Panama,25000,BR-00415,2025-10-22,2025-10-25,Ataque a Cadena de Suministro,Critica,3540659,14297709.68,US-001091,user_dakotaporter_1090,3cb1d0f3b50b88352af3b2aec82fffc0,Mexico,2023-02-28,Historial de Transacciones,Alta,2025-12-13
Adams LLC,Tecnologia,Mexico,2500,BR-00160,2022-04-01,2022-11-20,Ataque de Fuerza Bruta,Alta,552235,6113331.54,US-000236,user_cookchristopher_235,a08a7c4c9c3f481c203bb61a107cb57a,Espana,2023-08-06,Numero Telefonico,Baja,2023-01-23
Harris-Allen,Retail,Mexico,25000,BR-00431,2024-06-30,2024-11-22,Insider Malicioso,Alta,3407727,6767348.11,US-006816,user_baileyjohns_6815,269dadbb1605d8cdc406e2e6897ddce3,Peru,2026-03-20,Historial de Transacciones,Alta,2025-01-24
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00270,2021-11-01,2021-12-26,Explotacion de Vulnerabilidad Sin Parche,Baja,3151259,2308402.17,US-000675,user_czavala_674,9c94369afe5df86c72e985bc0fef2e4f,Uruguay,2021-12-14,Direccion Fisica,Media,2022-01-14
Little-Garcia,Manufactura,Panama,50,BR-00302,2024-03-30,2024-05-25,Credenciales Filtradas de Terceros,Alta,4700931,1047493.43,US-004486,user_xlee_4485,07c8cc50d74176e9018493cf65ec6243,Mexico,2016-10-11,Fecha de Nacimiento,Baja,2024-06-11
Collins-Harris,Educacion,Peru,1000,BR-00100,2022-12-23,2023-02-22,Insider Malicioso,Media,1629006,22715377.47,US-006649,user_bradleymatthew_6648,c0d454f22c132f0e0f69331aab8e2d58,Costa Rica,2019-11-04,Direccion Fisica,Media,2023-03-12
Brown and Sons,Tecnologia,Chile,100,BR-00226,2025-06-09,2025-12-24,Insider Malicioso,Media,4356911,19332324.14,US-002008,user_flawson_2007,ce61e04c6890290ada019e5542cdac74,Espana,2024-07-27,Direccion Fisica,Media,2026-03-07
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00754,2021-12-19,2022-01-26,Credenciales Filtradas de Terceros,Baja,3470596,16434573.73,US-000850,user_ftorres_849,353c22b20316e8f9221984cfd830357d,Argentina,2026-05-14,Nombre Completo,Baja,2022-02-26
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00438,2025-07-28,2026-01-21,Explotacion de Vulnerabilidad Sin Parche,Critica,3807219,6716334.77,US-000219,user_stacy92_218,3553011dab95eb577dd9c213e550ed6b,Mexico,2017-07-18,Numero de Identificacion,Alta,2026-03-07
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00407,2026-07-31,2026-09-22,Inyeccion SQL,Alta,143266,5608707.98,US-002566,user_usilva_2565,94850b273f1152c73055b3cc98b93188,Peru,2018-11-26,Numero Telefonico,Baja,2026-09-22
Mccormick PLC,Tecnologia,Colombia,1000,BR-00604,2024-02-03,2024-07-31,Ataque de Fuerza Bruta,Alta,4874789,4413124.88,US-000594,user_ojohnson_593,7c91afc58ab02e4843db91d52637c3fb,Chile,2020-06-17,Historial de Transacciones,Alta,2024-08-25
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00272,2024-09-29,2024-09-30,Explotacion de Vulnerabilidad Sin Parche,Critica,2637002,16134775.45,US-001260,user_martinezapril_1259,6ad64d335055f5a8267a3298bf1b16b3,Mexico,2021-03-02,Numero Telefonico,Baja,2024-12-21
Cruz-Schultz,Energia,Panama,50,BR-00164,2022-09-11,2022-09-24,Insider Malicioso,Critica,4607951,6748023.01,US-004029,user_michaelmcdaniel_4028,56c6bc69ba768964471417db9dd058e1,Brasil,2016-09-30,Historial Medico,Critica,2022-10-12
Powell Ltd,Gobierno,Brasil,50,BR-00109,2026-01-29,2026-02-01,Explotacion de Vulnerabilidad Sin Parche,Media,1278883,10549061.88,US-003248,user_taylor97_3247,5ad8bfcf08b8a6a477bde7b3c60761b7,Costa Rica,2017-09-03,Contrasena,Alta,2026-03-15
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00427,2025-07-09,2025-09-11,Explotacion de Vulnerabilidad Sin Parche,Alta,3461083,9947233.17,US-000999,user_jhines_998,f4afa1db7bea668bcefc5d2fa64f7d7c,Panama,2022-01-12,Historial Medico,Critica,2025-11-13
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00308,2023-03-17,2023-09-18,Inyeccion SQL,Baja,1277271,8143973.31,US-004717,user_shannon54_4716,271c176f027b50545bb7c23439313e25,Colombia,2026-02-04,Numero de Tarjeta de Credito,Critica,2023-09-20
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00111,2022-12-11,2023-07-28,Inyeccion SQL,Critica,1820567,330125.63,US-002350,user_tracey09_2349,9c38082d53aecda2cdad74b21135a54b,Mexico,2022-03-15,Nombre Completo,Baja,2023-08-18
Miller-Smith,Turismo,Mexico,50,BR-00489,2022-05-09,2022-10-30,Credenciales Filtradas de Terceros,Media,3833575,4666968.82,US-000194,user_gbaxter_193,e6353483130a146ca7183d5fafd7d8dd,Mexico,2021-07-03,Nombre Completo,Baja,2023-01-26
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00356,2026-01-18,2026-03-03,Configuracion Erronea de Servidor,Baja,821051,15383659.3,US-005738,user_lori61_5737,21c81a164717fd337196bdb408bbcd48,Brasil,2025-07-06,Numero Telefonico,Baja,2026-03-23
Powell Ltd,Gobierno,Brasil,50,BR-00471,2025-03-12,2025-04-12,Explotacion de Vulnerabilidad Sin Parche,Critica,4726111,24000775.81,US-006122,user_candrews_6121,635b77925556c412d480b147f49d5758,Costa Rica,2016-12-02,Contrasena,Alta,2025-04-29
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00154,2025-02-19,2025-09-14,Ataque a Cadena de Suministro,Baja,1258294,5432295.57,US-000325,user_sandramoody_324,118f89b04cadc0c1c5c65f1c1b9b2c25,Ecuador,2023-08-08,Direccion Fisica,Media,2025-09-27
Walton LLC,Salud,Espana,2500,BR-00786,2024-12-29,2025-04-25,Phishing,Alta,3663932,21399274.95,US-007717,user_alancisneros_7716,239dea047a93dad339e217b12fc13286,Chile,2017-02-27,Historial de Transacciones,Alta,2025-06-09
Farmer-Hurst,Manufactura,Espana,500,BR-00266,2025-01-02,2025-06-30,Inyeccion SQL,Critica,4567488,22712741.6,US-006886,user_cheryl56_6885,7511aec24df265cde52475e4d523c565,Mexico,2017-12-29,Numero Telefonico,Baja,2025-09-22
Martinez Ltd,Retail,Estados Unidos,100,BR-00635,2025-03-12,2025-11-02,Ataque de Fuerza Bruta,Alta,3153640,7847593.22,US-006498,user_xmurillo_6497,8270aa977dd84a6f79e68090f70aebf5,Panama,2016-12-16,Contrasena,Alta,2026-01-19
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00413,2025-03-15,2025-05-24,Configuracion Erronea de Servidor,Media,750559,11929213.02,US-000870,user_terrymason_869,421d8fabcc7c69f3f8c4f936023625c3,Mexico,2017-01-21,Fecha de Nacimiento,Baja,2025-06-02
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00214,2025-12-27,2026-05-03,Inyeccion SQL,Alta,3750545,24542169.0,US-000813,user_millershane_812,19ae21df652c421c9d9a2fb692770cb6,Mexico,2016-12-29,Numero Telefonico,Baja,2026-06-23
Walton LLC,Salud,Espana,2500,BR-00643,2024-01-06,2024-06-15,Ataque a Cadena de Suministro,Media,4231466,16856333.64,US-002052,user_hendersonkevin_2051,3482dd4384672d6f1f1e2c73bff31b7a,Argentina,2018-10-28,Contrasena,Alta,2024-08-09
Farmer-Hurst,Manufactura,Espana,500,BR-00639,2026-03-05,2026-08-15,Ransomware,Media,3032372,17849284.07,US-005277,user_miketaylor_5276,1395deb241e5fca47816e86dff785eee,Colombia,2020-07-23,Nombre Completo,Baja,2026-09-22
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00274,2022-10-08,2023-02-27,Configuracion Erronea de Servidor,Critica,230463,5543888.36,US-004702,user_obriensamuel_4701,4ffaf9e296f307db6270fa8f4d943849,Peru,2025-02-24,Numero de Tarjeta de Credito,Critica,2023-03-18
Murphy-Mullins,Retail,Ecuador,1000,BR-00425,2022-09-10,2022-10-25,Ataque de Fuerza Bruta,Alta,895883,13139069.43,US-002538,user_cindynewton_2537,39122c70cc464c585622f0f04b5b9e1d,Espana,2016-10-22,Numero de Tarjeta de Credito,Critica,2023-01-10
Harris-Allen,Retail,Mexico,25000,BR-00262,2026-07-28,2026-09-22,Inyeccion SQL,Media,3708157,87575.6,US-000395,user_davidalexander_394,542f2a24fd563a0ee9ac5b24eba569ed,Peru,2016-10-10,Historial de Transacciones,Alta,2026-09-22
"Norton, Foster and Pacheco",Energia,Estados Unidos,1000,BR-00087,2024-11-23,2025-01-09,Ataque a Cadena de Suministro,Baja,608575,9260634.31,US-007315,user_smithcorey_7314,774af6651d813bcd56a71314687a6523,Colombia,2026-08-12,Historial de Transacciones,Alta,2025-03-29
Powell Ltd,Gobierno,Brasil,50,BR-00059,2024-06-01,2025-01-01,Ransomware,Alta,3413102,22923761.0,US-002693,user_hhudson_2692,b5b9b1988fb87bd99381ede73c0acb0d,Chile,2022-08-19,Historial Medico,Critica,2025-03-29
Bonilla-Reynolds,Gobierno,Brasil,50,BR-00168,2023-04-02,2023-04-16,Ataque a Cadena de Suministro,Alta,4332186,21938851.03,US-007621,user_danachristensen_7620,2bd2c0391dc0c379db00343318f005ac,Uruguay,2020-10-06,Historial de Transacciones,Alta,2023-06-06
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00399,2026-09-07,2026-09-22,Inyeccion SQL,Media,4823057,10074592.12,US-000283,user_lynnthomas_282,352163514279314e4cdb51933c7042a0,Estados Unidos,2021-04-20,Correo Electronico,Media,2026-09-22
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00424,2022-07-11,2023-01-23,Configuracion Erronea de Servidor,Media,2140217,12644971.16,US-004903,user_reednancy_4902,a2d8c65a14b05c75be73f0b040cf673c,Costa Rica,2021-04-08,Numero Telefonico,Baja,2023-03-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00596,2021-09-23,2021-10-06,Ataque a Cadena de Suministro,Baja,1748285,14782697.67,US-006124,user_pjohnson_6123,f0bfc0579c068d91104609dc22f00aae,Ecuador,2021-12-09,Correo Electronico,Media,2021-12-14
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00591,2025-02-15,2025-10-11,Explotacion de Vulnerabilidad Sin Parche,Media,3818309,18917371.19,US-003448,user_fgonzalez_3447,50c26afb3bf619613507f9bccb4d004d,Estados Unidos,2024-06-02,Fecha de Nacimiento,Baja,2025-12-09
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00139,2022-06-09,2022-09-08,Ataque de Fuerza Bruta,Critica,3137508,12234628.58,US-000435,user_tinaherrera_434,d422714ee9d3b0a836221d2504898434,Panama,2018-04-26,Historial de Transacciones,Alta,2022-10-25
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00429,2024-10-22,2025-02-09,Credenciales Filtradas de Terceros,Critica,1277780,24980375.38,US-003370,user_nicholas38_3369,4bd56d9b9d6b84cf9b3037af15e73135,Panama,2019-04-01,Contrasena,Alta,2025-05-09
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00524,2022-05-25,2022-07-26,Ataque de Fuerza Bruta,Alta,1641074,12359027.07,US-001141,user_lstewart_1140,74b2395bbaac3f02d1fc0bc5a91c920a,Ecuador,2020-07-09,Fecha de Nacimiento,Baja,2022-08-06
Lynn-Garcia,Energia,Mexico,25000,BR-00718,2025-02-21,2025-05-24,Ransomware,Media,2302375,12161038.26,US-003127,user_david25_3126,e4163786af1f273de2f4fe90c26d0aa3,Uruguay,2017-01-29,Correo Electronico,Media,2025-08-14
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00203,2024-01-30,2024-07-18,Malware,Critica,2394259,15134560.83,US-005446,user_lisa04_5445,d11edc47f6374b36d94709e932729035,Brasil,2019-09-14,Historial Medico,Critica,2024-07-21
Brown and Sons,Tecnologia,Chile,100,BR-00423,2024-10-15,2025-04-14,Phishing,Media,1614929,5609223.46,US-007013,user_ldavid_7012,a169fb010fac1dcbc04604612572033b,Mexico,2023-03-02,Numero de Tarjeta de Credito,Critica,2025-06-23
Davis-Kelley,Energia,Colombia,250,BR-00025,2024-05-02,2024-12-22,Inyeccion SQL,Critica,1691457,17017922.42,US-001265,user_zcox_1264,dcd18524560e28191d49e0e07ffdd3b4,Ecuador,2022-07-18,Historial de Transacciones,Alta,2025-03-03
Cruz PLC,Gobierno,Peru,100,BR-00014,2023-03-01,2023-09-13,Ataque de Fuerza Bruta,Media,187734,13076024.13,US-003228,user_gordonmichelle_3227,e4fdfa1b070da86ee61cd6e85b1d49f8,Peru,2021-11-29,Direccion Fisica,Media,2023-11-04
Davis-Kelley,Energia,Colombia,250,BR-00273,2024-09-20,2024-09-27,Malware,Media,4722724,18390048.95,US-007108,user_coopermorgan_7107,adc11d6e9f3d1b38271a9f354969d670,Chile,2020-05-21,Nombre Completo,Baja,2024-11-30
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00017,2021-11-10,2022-06-19,Inyeccion SQL,Media,3280048,10990788.37,US-005683,user_davidlopez_5682,352cb56b63e755a71b1912313aa86dc2,Colombia,2022-07-26,Historial Medico,Critica,2022-08-21
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00387,2023-07-20,2024-03-05,Inyeccion SQL,Baja,72475,8225238.68,US-000972,user_gonzalezjohn_971,b1b123d7b4d797faa28dddb8856fa82d,Uruguay,2021-09-15,Numero Telefonico,Baja,2024-05-01
Powell Ltd,Gobierno,Brasil,50,BR-00109,2026-01-29,2026-02-01,Explotacion de Vulnerabilidad Sin Parche,Media,1278883,10549061.88,US-007666,user_gillyolanda_7665,4be7262089ce606b686aa818f595992c,Ecuador,2022-06-05,Contrasena,Alta,2026-02-15
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00318,2025-05-06,2025-12-06,Malware,Baja,357057,18092553.43,US-007921,user_reeselauren_7920,03a35ee697e29baf13c641ea501f3ffa,Argentina,2021-05-27,Correo Electronico,Media,2025-12-24
Cruz-Schultz,Energia,Panama,50,BR-00409,2023-01-06,2023-06-23,Credenciales Filtradas de Terceros,Baja,2503320,13166000.7,US-001893,user_sarah14_1892,78355fb22f505a014af04e5884458b63,Peru,2023-04-04,Nombre Completo,Baja,2023-07-29
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00397,2023-09-06,2023-10-01,Insider Malicioso,Media,4807209,4349123.69,US-006874,user_hyoung_6873,3439698ede86e77619091247ed5d4f03,Colombia,2024-11-28,Nombre Completo,Baja,2023-10-11
Ward Ltd,Finanzas,Chile,50,BR-00715,2025-12-14,2026-04-19,Insider Malicioso,Critica,1597490,7573716.6,US-006225,user_areeves_6224,dfddabe0baef6d69ec49eb2f7029cc95,Brasil,2020-10-13,Numero Telefonico,Baja,2026-06-25
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00115,2025-12-28,2026-02-15,Malware,Alta,2101226,6804276.87,US-004865,user_brianataylor_4864,eeb74019687093b2348b6d7d1d6a1deb,Mexico,2025-11-04,Numero de Tarjeta de Credito,Critica,2026-04-27
Hughes LLC,Tecnologia,Argentina,25000,BR-00114,2023-11-17,2024-06-04,Credenciales Filtradas de Terceros,Baja,860648,20218829.82,US-001148,user_garciablake_1147,a1f241d14d3a22b321cdb767c9f4e14e,Panama,2022-07-14,Numero Telefonico,Baja,2024-06-23
Little-Garcia,Manufactura,Panama,50,BR-00155,2026-01-15,2026-03-17,Inyeccion SQL,Baja,3835688,24107601.41,US-007102,user_drollins_7101,c9678af6db91c441cfa2571ebb243204,Panama,2016-11-01,Historial de Transacciones,Alta,2026-05-03
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00754,2021-12-19,2022-01-26,Credenciales Filtradas de Terceros,Baja,3470596,16434573.73,US-002057,user_vanessagarcia_2056,c7fa215837163f677de55ae7c5cb540b,Ecuador,2021-06-04,Numero de Tarjeta de Credito,Critica,2022-03-12
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00228,2025-11-29,2026-02-09,Malware,Alta,2926777,13494894.37,US-002553,user_lawrencecruz_2552,8ad275e69ee70a076a95f4c05a238219,Peru,2024-09-06,Numero de Tarjeta de Credito,Critica,2026-02-28
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00717,2024-03-25,2024-11-17,Ataque a Cadena de Suministro,Alta,2725755,1127731.64,US-004973,user_oyoung_4972,550ce3a25d8a5c85a694e0c92e58a8f2,Estados Unidos,2023-06-15,Fecha de Nacimiento,Baja,2024-12-01
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00555,2025-09-20,2026-04-10,Configuracion Erronea de Servidor,Critica,4554365,5000419.97,US-007159,user_stacey86_7158,dc10bde849764ba2f0a98aba60fc66f7,Uruguay,2018-07-10,Historial Medico,Critica,2026-05-07
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00584,2021-12-29,2022-04-08,Configuracion Erronea de Servidor,Media,2987994,23871264.16,US-004607,user_mmorales_4606,9d0527e2d3faa1ae2df1bb52f80a3842,Espana,2019-09-09,Nombre Completo,Baja,2022-06-24
Martinez Ltd,Retail,Estados Unidos,100,BR-00028,2024-02-24,2024-08-09,Phishing,Media,70660,16645490.98,US-004598,user_amber75_4597,f981903303c9a97ba2fb10cfc3f97324,Panama,2025-05-28,Contrasena,Alta,2024-08-28
"Fox, Odom and Colon",Retail,Chile,50000,BR-00653,2022-12-22,2023-06-16,Insider Malicioso,Baja,4305597,18352898.07,US-000667,user_obennett_666,121dcaedc5f5f9c8187cf4d1edd51c3a,Uruguay,2020-11-06,Numero Telefonico,Baja,2023-09-01
Lynn-Garcia,Energia,Mexico,25000,BR-00088,2021-11-10,2021-12-20,Inyeccion SQL,Baja,4928216,9267765.57,US-000411,user_cynthiagates_410,721ce77fa9081e33da71d4ddcb3258c0,Costa Rica,2020-01-03,Historial de Transacciones,Alta,2022-01-13
Brown and Sons,Tecnologia,Chile,100,BR-00780,2023-03-25,2023-07-30,Configuracion Erronea de Servidor,Media,3003908,22959150.18,US-000491,user_anne27_490,18ca0fbca102cf6b0601c5e3b329967f,Uruguay,2019-04-02,Historial Medico,Critica,2023-09-14
"Mack, White and Mckinney",Salud,Mexico,100,BR-00010,2026-04-01,2026-08-22,Ataque de Fuerza Bruta,Critica,2371984,4988373.05,US-005222,user_steeledebbie_5221,8f4076d5981aae0dcf257c2ea8d7d45a,Chile,2026-06-22,Nombre Completo,Baja,2026-09-05
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00303,2025-06-21,2026-02-16,Configuracion Erronea de Servidor,Media,1606266,18708102.14,US-003421,user_margarethenderson_3420,65bf10e668180e5fbccd5c20bb90a7a4,Argentina,2017-03-31,Direccion Fisica,Media,2026-04-14
Freeman-Martin,Educacion,Colombia,2500,BR-00541,2026-02-17,2026-07-07,Configuracion Erronea de Servidor,Critica,4005756,2484799.87,US-007586,user_zsilva_7585,bc1d3e6c872c504e0a9a957ce0d6cab1,Chile,2024-09-01,Contrasena,Alta,2026-08-09
Goodman PLC,Turismo,Ecuador,50000,BR-00646,2022-02-11,2022-07-30,Phishing,Alta,171364,15370616.87,US-003440,user_kbrooks_3439,d14a82ba0a510a54d85557c5f7ef4244,Panama,2023-10-06,Numero de Tarjeta de Credito,Critica,2022-10-28
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00108,2025-07-11,2026-01-29,Malware,Critica,1959629,14673273.25,US-004368,user_ireese_4367,82464ec39c142eadc64646719dc36995,Argentina,2024-09-08,Fecha de Nacimiento,Baja,2026-02-07
Mccormick PLC,Tecnologia,Colombia,1000,BR-00176,2024-02-15,2024-06-02,Configuracion Erronea de Servidor,Baja,1789434,870438.66,US-000862,user_lroberts_861,ca9ddf09d0fa23756ea77f40e7c76fab,Argentina,2022-07-09,Direccion Fisica,Media,2024-06-21
Reed-Weiss,Gobierno,Uruguay,100,BR-00402,2025-03-15,2025-07-27,Phishing,Media,1351990,8868016.96,US-001363,user_juan25_1362,c877b174d2c9d7654b996f8893c74bc0,Chile,2025-05-20,Contrasena,Alta,2025-10-08
